Date,Open,High,Low,Close,Adj Close,Volume
2015-01-02,103.76000213623047,104.19999694824219,102.44000244140625,102.94000244140625,94.78441619873047,31314600.0
2015-01-05,102.48999786376953,102.61000061035156,101.13999938964844,101.43000030517578,93.3940658569336,36521300.0
2015-01-06,101.58000183105469,101.75,99.62000274658203,100.06999969482422,92.14181518554688,66205500.0
2015-01-07,100.7300033569336,101.5999984741211,100.48999786376953,101.36000061035156,93.32959747314453,37577400.0
2015-01-08,102.22000122070312,103.5,102.11000061035156,103.30000305175781,95.11589050292969,40212600.0
2015-01-09,103.62000274658203,103.6500015258789,102.0199966430664,102.62000274658203,94.4897689819336,41410100.0
2015-01-12,102.81999969482422,102.93000030517578,101.29000091552734,101.55000305175781,93.50457000732422,34129800.0
2015-01-13,102.54000091552734,103.62000274658203,100.69999694824219,101.5199966430664,93.47694396972656,56162300.0
2015-01-14,100.5,101.4800033569336,100.06999969482422,100.95999908447266,92.9613037109375,51354200.0
2015-01-15,101.43000030517578,101.58999633789062,99.52999877929688,99.6500015258789,91.75508117675781,51005400.0
2015-01-16,99.5199966430664,100.94999694824219,99.36000061035156,100.81999969482422,92.83240509033203,35362200.0
2015-01-20,101.43000030517578,101.87999725341797,100.29000091552734,101.62000274658203,93.56900787353516,30964100.0
2015-01-21,101.31999969482422,102.62000274658203,100.95999908447266,102.13999938964844,94.04780578613281,40128800.0
2015-01-22,102.54000091552734,104.13999938964844,101.63999938964844,104.02999877929688,95.78807067871094,40887200.0
2015-01-23,104.0199966430664,104.58000183105469,103.72000122070312,104.26000213623047,95.99986267089844,34783000.0
2015-01-26,104.13999938964844,104.33000183105469,103.61000061035156,104.13999938964844,95.88935089111328,19960900.0
2015-01-27,102.5,102.55999755859375,101.0999984741211,101.44000244140625,93.40328216552734,45253200.0
2015-01-28,103.06999969482422,103.18000030517578,100.9000015258789,100.91999816894531,92.92445373535156,43591700.0
2015-01-29,100.83999633789062,102.08000183105469,99.95999908447266,101.88999938964844,93.8176040649414,46539700.0
2015-01-30,101.80000305175781,102.58000183105469,100.95999908447266,101.0999984741211,93.09019470214844,42927600.0
2015-02-02,101.33000183105469,102.06999969482422,99.75,101.9800033569336,93.9004898071289,43624700.0
2015-02-03,102.3499984741211,103.02999877929688,101.68000030517578,102.95999908447266,94.8028564453125,30750400.0
2015-02-04,102.54000091552734,103.55000305175781,102.30999755859375,102.87000274658203,94.71996307373047,34073200.0
2015-02-05,103.12999725341797,103.83000183105469,102.87000274658203,103.76000213623047,95.53948211669922,23605500.0
2015-02-06,103.91999816894531,104.16999816894531,102.76000213623047,103.12999725341797,94.95938873291016,34169300.0
2015-02-09,102.7300033569336,103.29000091552734,102.55000305175781,102.80000305175781,94.6554946899414,22604700.0
2015-02-10,103.37000274658203,104.54000091552734,103.20999908447266,104.4000015258789,96.1287612915039,23686500.0
2015-02-11,104.5199966430664,105.0199966430664,104.31999969482422,104.77999877929688,96.47863006591797,20303600.0
2015-02-12,105.45999908447266,106.04000091552734,105.30000305175781,106.0,97.60198974609375,22520300.0
2015-02-13,106.30000305175781,106.93000030517578,106.0999984741211,106.91000366210938,98.43988037109375,29030200.0
2015-02-17,106.91000366210938,107.08000183105469,106.63999938964844,107.01000213623047,98.53201293945312,17675300.0
2015-02-18,106.87999725341797,107.22000122070312,106.73999786376953,107.16000366210938,98.67010498046875,15149600.0
2015-02-19,107.08999633789062,107.76000213623047,107.05999755859375,107.69000244140625,99.15811157226562,19828100.0
2015-02-20,107.62000274658203,108.47000122070312,107.27999877929688,108.41000366210938,99.82105255126953,28336700.0
2015-02-23,108.3499984741211,108.55000305175781,108.11000061035156,108.5199966430664,99.9223403930664,17868000.0
2015-02-24,108.37999725341797,108.7300033569336,108.05000305175781,108.5999984741211,99.99598693847656,19745000.0
2015-02-25,108.44000244140625,108.86000061035156,108.08999633789062,108.33000183105469,99.74742126464844,19472300.0
2015-02-26,108.44000244140625,108.94000244140625,108.13999938964844,108.87999725341797,100.25382995605469,22255500.0
2015-02-27,108.83999633789062,108.91000366210938,108.2300033569336,108.4000015258789,99.81185913085938,27757600.0
2015-03-02,108.61000061035156,109.41999816894531,108.58999633789062,109.37999725341797,100.71418762207031,22988600.0
2015-03-03,109.05000305175781,109.16000366210938,108.18000030517578,108.87000274658203,100.24462127685547,20788900.0
2015-03-04,108.51000213623047,108.66999816894531,107.86000061035156,108.44999694824219,99.8578872680664,21007400.0
2015-03-05,108.7300033569336,108.97000122070312,108.19000244140625,108.63999938964844,100.03282928466797,15381000.0
2015-03-06,108.5,108.70999908447266,107.13999938964844,107.41000366210938,98.9002685546875,30990400.0
2015-03-09,107.62999725341797,107.98999786376953,107.19000244140625,107.72000122070312,99.18573760986328,26237100.0
2015-03-10,106.94999694824219,106.9800033569336,105.72000122070312,105.72000122070312,97.34420013427734,34234500.0
2015-03-11,105.87999725341797,106.01000213623047,105.06999969482422,105.11000061035156,96.78250122070312,25459700.0
2015-03-12,105.02999877929688,105.91999816894531,104.95999908447266,105.80000305175781,97.41783142089844,21473200.0
2015-03-13,105.69999694824219,106.12000274658203,104.68000030517578,105.33999633789062,96.9942855834961,42021100.0
2015-03-16,105.7300033569336,106.73999786376953,105.62000274658203,106.69999694824219,98.24654388427734,25674100.0
2015-03-17,106.41000366210938,107.04000091552734,106.16000366210938,106.87000274658203,98.40309143066406,19603800.0
2015-03-18,106.58000183105469,108.41000366210938,106.02999877929688,107.91999816894531,99.36986541748047,40622200.0
2015-03-19,108.02999877929688,108.37999725341797,107.87000274658203,108.08000183105469,99.5172119140625,31314000.0
2015-03-20,108.72000122070312,109.06999969482422,108.51000213623047,108.52999877929688,100.161376953125,31761400.0
2015-03-23,108.47000122070312,108.7699966430664,108.27999877929688,108.31999969482422,99.96759033203125,17268500.0
2015-03-24,108.30999755859375,108.80999755859375,107.91000366210938,107.93000030517578,99.60765838623047,22445300.0
2015-03-25,108.0999984741211,108.19999694824219,105.41999816894531,105.45999908447266,97.32808685302734,41581400.0
2015-03-26,104.58999633789062,105.69999694824219,104.23999786376953,105.0999984741211,96.99585723876953,47846300.0
2015-03-27,105.08000183105469,105.7699966430664,104.91999816894531,105.5199966430664,97.38348388671875,33878400.0
2015-03-30,106.16000366210938,106.81999969482422,106.16000366210938,106.7300033569336,98.50017547607422,30570200.0
2015-03-31,106.43000030517578,106.6500015258789,105.56999969482422,105.5999984741211,97.45730590820312,30488100.0
2015-04-01,105.5999984741211,105.62000274658203,104.37000274658203,105.05000305175781,96.94971466064453,32970500.0
2015-04-02,105.1500015258789,105.45999908447266,104.77999877929688,105.12000274658203,97.01432800292969,19164200.0
2015-04-06,104.5,106.2699966430664,104.33999633789062,105.9800033569336,97.80802154541016,24451100.0
2015-04-07,105.91999816894531,106.69999694824219,105.80000305175781,105.80000305175781,97.64189147949219,19379400.0
2015-04-08,105.83999633789062,106.79000091552734,105.83000183105469,106.63999938964844,98.41710662841797,25866900.0
2015-04-09,106.58999633789062,107.3499984741211,106.2300033569336,107.30999755859375,99.03545379638672,23114700.0
2015-04-10,107.2699966430664,107.76000213623047,107.02999877929688,107.75,99.4415283203125,17164300.0
2015-04-13,107.83000183105469,108.37999725341797,107.36000061035156,107.4800033569336,99.19234466552734,17783500.0
2015-04-14,107.37000274658203,107.68000030517578,106.55999755859375,107.16999816894531,98.90625762939453,23755700.0
2015-04-15,107.44999694824219,108.06999969482422,107.31999969482422,107.83999633789062,99.52459716796875,21128600.0
2015-04-16,107.55000305175781,107.87999725341797,107.4000015258789,107.69000244140625,99.38615417480469,16195300.0
2015-04-17,106.66000366210938,106.94999694824219,105.55000305175781,106.01000213623047,97.835693359375,46514000.0
2015-04-20,106.54000091552734,107.79000091552734,106.5,107.5999984741211,99.30311584472656,28945900.0
2015-04-21,108.22000122070312,108.41000366210938,107.93000030517578,108.05999755859375,99.72762298583984,22759800.0
2015-04-22,108.33999633789062,108.83000183105469,107.63999938964844,108.6500015258789,100.27214050292969,21429200.0
2015-04-23,108.27999877929688,109.55000305175781,108.26000213623047,109.05999755859375,100.65049743652344,29473200.0
2015-04-24,110.20999908447266,110.69000244140625,110.02999877929688,110.54000091552734,102.01640319824219,32508100.0
2015-04-27,110.94999694824219,111.16000366210938,110.0199966430664,110.26000213623047,101.75798034667969,31121300.0
2015-04-28,110.33999633789062,110.55000305175781,109.11000061035156,110.04000091552734,101.55496215820312,36849200.0
2015-04-29,109.43000030517578,110.06999969482422,108.75,109.3499984741211,100.91813659667969,34043900.0
2015-04-30,108.7300033569336,109.16999816894531,107.05999755859375,107.62999725341797,99.33076477050781,44080500.0
2015-05-01,108.05000305175781,109.12000274658203,108.02999877929688,109.05000305175781,100.64131164550781,32874300.0
2015-05-04,109.4000015258789,109.91000366210938,109.16999816894531,109.2300033569336,100.80741119384766,23507300.0
2015-05-05,108.80000305175781,109.0,107.4000015258789,107.44999694824219,99.1646499633789,47843300.0
2015-05-06,107.63999938964844,107.94999694824219,106.0,106.70999908447266,98.48170471191406,42687200.0
2015-05-07,106.68000030517578,107.6500015258789,106.5999984741211,107.3499984741211,99.07239532470703,29335800.0
2015-05-08,108.45999908447266,108.91999816894531,108.30000305175781,108.69000244140625,100.30906677246094,33023300.0
2015-05-11,108.76000213623047,108.9800033569336,108.19000244140625,108.2699966430664,99.92142486572266,19679300.0
2015-05-12,107.62999725341797,108.33000183105469,106.80000305175781,107.77999877929688,99.46920776367188,33665000.0
2015-05-13,108.25,108.80999755859375,107.83999633789062,108.0,99.67225646972656,20738400.0
2015-05-14,108.87999725341797,109.66999816894531,108.4800033569336,109.58000183105469,101.13042449951172,23904200.0
2015-05-15,109.86000061035156,110.01000213623047,109.30999755859375,109.58000183105469,101.13042449951172,23937400.0
2015-05-18,109.4000015258789,110.27999877929688,109.31999969482422,110.05999755859375,101.57341003417969,17631100.0
2015-05-19,110.18000030517578,110.3499984741211,109.76000213623047,109.94000244140625,101.4626693725586,14212900.0
2015-05-20,110.0199966430664,110.66999816894531,109.43000030517578,110.01000213623047,101.52729034423828,21131900.0
2015-05-21,109.81999969482422,110.7300033569336,109.66000366210938,110.58000183105469,102.05329132080078,16771800.0
2015-05-22,110.44999694824219,110.87000274658203,110.37999725341797,110.47000122070312,101.95179748535156,13543800.0
2015-05-26,110.2300033569336,110.37999725341797,108.76000213623047,109.19999694824219,100.77969360351562,25488400.0
2015-05-27,109.52999877929688,111.08000183105469,109.29000091552734,110.95999908447266,102.40400695800781,30572700.0
2015-05-28,110.75,111.01000213623047,110.37000274658203,110.70999908447266,102.17329406738281,17302400.0
2015-05-29,110.63999938964844,110.79000091552734,109.79000091552734,110.05000305175781,101.56417083740234,30383000.0
2015-06-01,110.63999938964844,110.72000122070312,109.5199966430664,110.41999816894531,101.90564727783203,24570200.0
2015-06-02,110.01000213623047,110.61000061035156,109.47000122070312,110.06999969482422,101.58265686035156,19449600.0
2015-06-03,110.56999969482422,110.80999755859375,110.12999725341797,110.4000015258789,101.88719940185547,20507200.0
2015-06-04,109.77999877929688,110.4800033569336,109.20999908447266,109.55999755859375,101.1119613647461,31374600.0
2015-06-05,109.43000030517578,109.69000244140625,108.62999725341797,109.30000305175781,100.87202453613281,22641700.0
