Ticker,SPY,SPY,SPY,SPY,SPY,SPY,QQQ,QQQ,QQQ,QQQ,QQQ,QQQ
Price,Open,High,Low,Close,Adj Close,Volume,Open,High,Low,Close,Adj Close,Volume
Date,,,,,,,,,,,,
2024-01-18,474.010009765625,477.05999755859375,472.4200134277344,476.489990234375,464.99481201171875,91856200,410.5199890136719,413.5799865722656,409.1600036621094,412.989990234375,408.4786071777344,59562500
2024-01-19,477.6499938964844,482.7200012207031,476.5400085449219,482.42999267578125,470.79150390625,110834500,415.2200012207031,421.3399963378906,414.6300048828125,421.17999267578125,416.5791320800781,70325100
2024-01-22,484.010009765625,485.2200012207031,482.7799987792969,483.45001220703125,471.7869567871094,75844900,423.4100036621094,424.7300109863281,421.1199951171875,421.7300109863281,417.1231689453125,44880600
2024-01-23,484.010009765625,485.1099853515625,482.8900146484375,484.8599853515625,473.16290283203125,49945300,422.42999267578125,423.70001220703125,420.57000732421875,423.4800109863281,418.8540344238281,33003800
2024-01-24,487.80999755859375,488.7699890136719,484.8800048828125,485.3900146484375,473.6801452636719,81765000,427.44000244140625,429.8500061035156,425.3299865722656,425.8299865722656,421.17828369140625,46948000
2024-01-25,487.5799865722656,488.30999755859375,485.3900146484375,488.0299987792969,476.25640869140625,72525000,428.3599853515625,429.0400085449219,423.9800109863281,426.3500061035156,421.6926574707031,44367200
2024-01-26,487.5899963378906,489.1199951171875,486.5400085449219,487.4100036621094,475.65142822265625,76641600,424.44000244140625,426.2099914550781,423.1499938964844,423.80999755859375,419.1803894042969,37137000
2024-01-29,487.7300109863281,491.4200134277344,487.1700134277344,491.2699890136719,479.4182434082031,61322800,424.2699890136719,428.3500061035156,423.6099853515625,428.1499938964844,423.47296142578125,38694700
2024-01-30,490.55999755859375,491.6199951171875,490.1099853515625,490.8900146484375,479.0474548339844,58618400,427.1000061035156,427.67999267578125,424.3800048828125,425.29998779296875,420.6541442871094,36739000
2024-01-31,488.6199951171875,489.0799865722656,482.8599853515625,482.8800048828125,471.23065185546875,126011100,420.8500061035156,422.8699951171875,416.7900085449219,416.9700012207031,412.4151306152344,64010600
2024-02-01,484.6300048828125,489.2300109863281,483.79998779296875,489.20001220703125,477.398193359375,91891600,418.7900085449219,422.3800048828125,417.80999755859375,421.8800048828125,417.2715148925781,51008600
2024-02-02,489.6499938964844,496.04998779296875,489.29998779296875,494.3500061035156,482.4239196777344,99228200,423.79998779296875,430.239990234375,422.7900085449219,429.010009765625,424.3235778808594,59602400
2024-02-05,493.70001220703125,494.3800048828125,490.2300109863281,492.54998779296875,480.6673889160156,75757100,429.07000732421875,429.6099853515625,425.0,428.45001220703125,423.769775390625,39889200
2024-02-06,493.5199890136719,494.32000732421875,492.04998779296875,493.9800109863281,482.0628662109375,55918600,429.6099853515625,430.2200012207031,425.2200012207031,427.5899963378906,422.91912841796875,35846100
2024-02-07,496.2900085449219,498.5299987792969,495.3599853515625,498.1000061035156,486.08349609375,70556500,430.4100036621094,432.8299865722656,429.0899963378906,431.989990234375,427.2710876464844,37712700
2024-02-08,498.1000061035156,498.7099914550781,497.260009765625,498.32000732421875,486.29815673828125,52343600,432.1099853515625,433.55999755859375,431.4200134277344,432.7900085449219,428.0622863769531,29889900
2024-02-09,498.8399963378906,501.6499938964844,498.489990234375,501.20001220703125,489.1086730957031,63979400,433.94000244140625,437.8500061035156,433.1400146484375,437.04998779296875,432.2757873535156,36943900
2024-02-12,501.1700134277344,503.5,500.239990234375,500.9800109863281,488.8940124511719,56502300,436.94000244140625,439.1400146484375,434.6499938964844,435.3399963378906,430.58441162109375,33203300
2024-02-13,494.5299987792969,497.0899963378906,490.7200012207031,494.0799865722656,482.16046142578125,113099200,427.2799987792969,431.2699890136719,425.3299865722656,428.54998779296875,423.8686218261719,64491700
2024-02-14,496.7900085449219,499.07000732421875,494.3999938964844,498.57000732421875,486.5421447753906,68387800,431.260009765625,433.6499938964844,428.8800048828125,433.2200012207031,428.48760986328125,45092700
2024-02-15,499.2900085449219,502.20001220703125,498.79998779296875,502.010009765625,489.899169921875,61683000,433.9200134277344,434.9800109863281,431.3299865722656,434.510009765625,429.7635192871094,38796100
2024-02-16,501.70001220703125,502.8699951171875,498.75,499.510009765625,487.4595031738281,75532900,434.8900146484375,434.989990234375,429.8500061035156,430.57000732421875,425.8665771484375,53716500
2024-02-20,497.7200012207031,498.4100036621094,494.45001220703125,496.760009765625,484.77581787109375,71736700,428.54998779296875,430.0799865722656,423.5,427.32000732421875,422.65203857421875,53999500
2024-02-21,495.4200134277344,497.3699951171875,493.55999755859375,497.2099914550781,485.2149658203125,59293400,424.54998779296875,425.70001220703125,421.6300048828125,425.6099853515625,420.96075439453125,49779000
2024-02-22,504.010009765625,508.489990234375,503.0199890136719,507.5,495.2566833496094,76402500,434.489990234375,439.1199951171875,433.7099914550781,438.07000732421875,433.28460693359375,53887800
2024-02-23,509.2699890136719,510.1300048828125,507.1000061035156,507.8500061035156,495.59820556640625,61321800,439.6499938964844,440.5899963378906,435.7900085449219,436.7799987792969,432.0087585449219,39853900
2024-02-26,508.29998779296875,508.75,505.8599853515625,505.989990234375,493.7831115722656,50386700,437.6000061035156,438.6000061035156,436.3599853515625,436.54998779296875,431.7812194824219,33043200
2024-02-27,506.70001220703125,507.1600036621094,504.75,506.92999267578125,494.7004699707031,48854500,437.6700134277344,437.989990234375,435.0299987792969,437.6000061035156,432.8197937011719,33713200
2024-02-28,505.3299865722656,506.8599853515625,504.9599914550781,506.260009765625,494.046630859375,56506600,435.42999267578125,436.6700134277344,434.29998779296875,435.2699890136719,430.5151672363281,32938800
2024-02-29,508.07000732421875,509.739990234375,505.3500061035156,508.0799865722656,495.82269287109375,83924800,438.2300109863281,440.0899963378906,435.0199890136719,439.0,434.2044677734375,42495200
2024-03-01,508.9800109863281,513.2899780273438,508.55999755859375,512.8499755859375,500.47760009765625,76844800,439.8999938964844,446.5799865722656,439.8399963378906,445.6099853515625,440.74224853515625,43853000
2024-03-04,512.030029296875,514.2000122070312,512.0,512.2999877929688,499.94085693359375,49799300,445.6099853515625,446.0400085449219,443.7699890136719,444.0199890136719,439.1695861816406,34325700
2024-03-05,510.239990234375,510.70001220703125,504.9100036621094,507.17999267578125,494.9444580078125,72855600,440.94000244140625,440.95001220703125,433.6499938964844,436.04998779296875,431.28668212890625,57917100
2024-03-06,510.54998779296875,512.0700073242188,508.4200134277344,509.75,497.452392578125,68382400,440.32000732421875,441.989990234375,436.8900146484375,438.7900085449219,433.9967346191406,46234500
2024-03-07,513.1400146484375,515.8900146484375,509.80999755859375,514.8099975585938,502.3903503417969,58652100,442.4200134277344,446.7200012207031,440.8599853515625,445.45001220703125,440.5840148925781,44526700
2024-03-08,515.4600219726562,518.219970703125,511.1300048828125,511.7200012207031,499.3748779296875,86532500,445.80999755859375,448.6400146484375,438.3399963378906,439.0199890136719,434.2242431640625,72096000
2024-03-11,510.4800109863281,511.8800048828125,508.5,511.2799987792969,498.94549560546875,62557200,437.510009765625,438.6600036621094,435.44000244140625,437.3900146484375,432.612060546875,45860000
2024-03-12,513.4500122070312,517.3800048828125,510.8599853515625,516.780029296875,504.3128662109375,73114400,439.7300109863281,444.0199890136719,436.4599914550781,443.6600036621094,438.8135681152344,55300900
2024-03-13,517.1099853515625,517.2899780273438,514.489990234375,515.969970703125,503.5223693847656,55104100,442.6499938964844,442.6700134277344,439.1199951171875,440.25,435.4407958984375,37928700
2024-03-14,516.969970703125,517.1300048828125,511.82000732421875,514.9500122070312,502.5269470214844,110171800,441.5,442.0299987792969,436.3900146484375,439.1400146484375,434.3429870605469,52195200
2024-03-15,510.2099914550781,511.70001220703125,508.1199951171875,509.8299865722656,499.0762939453125,107646300,436.07000732421875,438.8699951171875,432.739990234375,433.9200134277344,429.17999267578125,73069800
2024-03-18,514.0,515.47998046875,512.4400024414062,512.8599853515625,502.0423889160156,88893300,438.7300109863281,441.0400085449219,437.239990234375,437.4800109863281,433.27325439453125,47323800
2024-03-19,512.1500244140625,516.0,511.1199951171875,515.7100219726562,504.8323974609375,60755300,435.45001220703125,438.9800109863281,433.3299865722656,438.57000732421875,434.3527526855469,43004100
2024-03-20,515.77001953125,520.6199951171875,515.0800170898438,520.47998046875,509.5017395019531,69594600,439.7799987792969,444.1099853515625,438.05999755859375,443.7699890136719,439.5027770996094,43653500
2024-03-21,523.3900146484375,524.1099853515625,521.9099731445312,522.2000122070312,511.18536376953125,60256100,448.8800048828125,449.3399963378906,445.6700134277344,445.8699951171875,441.58251953125,39345700
2024-03-22,522.1099853515625,522.6099853515625,520.969970703125,521.2100219726562,510.2162780761719,79070800,445.3500061035156,447.489990234375,444.489990234375,446.3800048828125,442.0876770019531,28253900
2024-03-25,519.7999877929688,520.9500122070312,519.6099853515625,519.77001953125,508.80670166015625,48512100,443.54998779296875,446.260009765625,442.5400085449219,444.760009765625,440.4832458496094,27789200
2024-03-26,521.22998046875,521.5800170898438,518.4000244140625,518.8099975585938,507.8669128417969,65463700,446.29998779296875,447.2300109863281,443.0899963378906,443.32000732421875,439.0570983886719,34142000
2024-03-27,521.7100219726562,523.2100219726562,519.489990234375,523.1699829101562,512.1348876953125,82999800,446.44000244140625,446.5400085449219,441.92999267578125,444.8299865722656,440.5525207519531,41359200
2024-03-28,523.2100219726562,524.6099853515625,522.780029296875,523.0700073242188,512.037109375,96294900,444.7799987792969,445.6400146484375,443.6499938964844,444.010009765625,439.74041748046875,36839600
2024-04-01,523.8300170898438,524.3800048828125,520.969970703125,522.1599731445312,511.146240234375,62477500,444.9700012207031,447.5299987792969,443.0199890136719,444.95001220703125,440.67138671875,38729000
2024-04-02,518.239990234375,518.97998046875,516.47998046875,518.8400268554688,507.89630126953125,74230300,440.0799865722656,441.42999267578125,438.0299987792969,441.1099853515625,436.8683166503906,44259700
2024-04-03,517.719970703125,520.9500122070312,517.6699829101562,519.4099731445312,508.45428466796875,59155800,438.9599914550781,444.0,438.95001220703125,442.1000061035156,437.84881591796875,39949800
2024-04-04,523.52001953125,523.8699951171875,512.760009765625,513.0700073242188,502.24798583984375,96858100,446.3299865722656,446.95001220703125,435.1099853515625,435.3399963378906,431.1537780761719,57267700
2024-04-05,514.4600219726562,520.4400024414062,514.010009765625,518.4299926757812,507.4949951171875,74546500,436.7799987792969,443.1700134277344,435.9599914550781,440.4700012207031,436.2344665527344,54744600
2024-04-08,519.1500244140625,520.1799926757812,517.8900146484375,518.719970703125,507.77886962890625,48401800,441.4100036621094,442.5,439.20001220703125,440.6000061035156,436.3632507324219,28144900
2024-04-09,520.5,520.75,514.3499755859375,519.3200073242188,508.3661804199219,68049200,442.9599914550781,443.239990234375,437.44000244140625,442.2300109863281,437.97760009765625,39443600
2024-04-10,513.47998046875,516.1599731445312,512.0900268554688,514.1199951171875,503.2758483886719,82652800,437.0,439.239990234375,436.2799987792969,438.3699951171875,434.1546936035156,61502200
2024-04-11,515.6799926757812,519.47998046875,512.0800170898438,518.0,507.073974609375,70099000,440.260009765625,446.3299865722656,437.9599914550781,445.3699951171875,441.08734130859375,45474600
2024-04-12,514.3699951171875,515.8200073242188,509.0799865722656,510.8500061035156,500.0748291015625,92561100,441.1000061035156,442.239990234375,436.8800048828125,438.2699890136719,434.0556335449219,53665000
2024-04-15,515.1300048828125,515.2999877929688,503.5799865722656,504.45001220703125,493.809814453125,92101400,442.05999755859375,442.1499938964844,430.2099914550781,431.05999755859375,426.9149169921875,63453600
2024-04-16,504.94000244140625,506.5,502.2099914550781,503.5299987792969,492.90924072265625,73484000,430.8999938964844,433.760009765625,429.70001220703125,431.1000061035156,426.9546203613281,47619000
2024-04-17,506.04998779296875,506.2200012207031,499.1199951171875,500.54998779296875,489.9920654296875,75910300,433.1000061035156,433.1199951171875,424.8999938964844,425.8399963378906,421.7451477050781,56880500
2024-04-18,501.9800109863281,504.1300048828125,498.55999755859375,499.5199890136719,488.9837951660156,74548100,426.489990234375,428.239990234375,422.8299865722656,423.4100036621094,419.3385009765625,46549400
2024-04-19,499.44000244140625,500.4599914550781,493.8599853515625,495.1600036621094,484.7157897949219,102212600,422.2200012207031,422.75,413.07000732421875,414.6499938964844,410.66278076171875,75231000
2024-04-22,497.8299865722656,502.3800048828125,495.42999267578125,499.7200012207031,489.17962646484375,67961000,417.30999755859375,421.17999267578125,413.94000244140625,418.82000732421875,414.79266357421875,47807700
2024-04-23,501.7799987792969,506.0899963378906,499.5299987792969,505.6499938964844,494.9845275878906,64633600,420.7699890136719,426.2799987792969,418.8699951171875,425.07000732421875,420.9825439453125,44384700
2024-04-24,506.55999755859375,507.3699951171875,503.1300048828125,505.4100036621094,494.7496032714844,55928100,428.20001220703125,429.7300109863281,424.20001220703125,426.510009765625,422.4087829589844,48440300
2024-04-25,499.17999267578125,504.2699890136719,497.489990234375,503.489990234375,492.87005615234375,69122400,419.239990234375,425.32000732421875,418.1400146484375,424.45001220703125,420.3685607910156,57392200
2024-04-26,506.3500061035156,509.8800048828125,505.70001220703125,508.260009765625,497.5394592285156,64306100,427.6199951171875,432.54998779296875,426.9200134277344,431.0,426.8554992675781,41874900
2024-04-29,510.0899963378906,510.75,507.25,510.05999755859375,499.3014831542969,46415400,433.1300048828125,433.760009765625,429.9800109863281,432.75,428.5887145996094,30022200
2024-04-30,508.55999755859375,509.55999755859375,501.9800109863281,501.9800109863281,491.3919372558594,77483600,431.1499938964844,432.55999755859375,424.510009765625,424.5899963378906,420.5071716308594,43665900
2024-05-01,501.3800048828125,508.19000244140625,499.8699951171875,500.3500061035156,489.79632568359375,80242800,423.1499938964844,430.1400146484375,420.6600036621094,421.5199890136719,417.46673583984375,52251700
2024-05-02,504.1499938964844,505.8900146484375,499.54998779296875,505.0299987792969,494.3775939941406,62550200,425.29998779296875,427.80999755859375,420.6300048828125,426.8999938964844,422.79498291015625,36559000
2024-05-03,511.1600036621094,512.5499877929688,508.55999755859375,511.2900085449219,500.5055847167969,72756700,434.44000244140625,436.4800109863281,432.6199951171875,435.4800109863281,431.29248046875,48515300
2024-05-06,513.75,516.6099853515625,513.2999877929688,516.5700073242188,505.6741638183594,47264700,437.29998779296875,440.3399963378906,436.5199890136719,440.25,436.0166015625,30227200
2024-05-07,517.5599975585938,518.5700073242188,516.4500122070312,517.1400146484375,506.2321472167969,52561300,440.70001220703125,441.9700012207031,439.5799865722656,440.32000732421875,436.0859069824219,30996100
2024-05-08,515.260009765625,517.739990234375,515.1400146484375,517.1900024414062,506.2811279296875,42047200,437.6700134277344,441.4800109863281,437.54998779296875,440.05999755859375,435.8283996582031,24896700
2024-05-09,517.3800048828125,520.2100219726562,516.7100219726562,520.1699829101562,509.1983337402344,43643700,440.3299865722656,441.6000061035156,438.4599914550781,441.0199890136719,436.7791748046875,24580100
2024-05-10,521.8099975585938,522.6400146484375,519.5900268554688,520.8400268554688,509.8542175292969,52233200,442.5400085449219,444.30999755859375,440.5,442.05999755859375,437.8091735839844,27116600
2024-05-13,522.5599975585938,522.6699829101562,519.739990234375,520.9099731445312,509.92254638671875,36716400,443.989990234375,444.0899963378906,441.6499938964844,443.0799865722656,438.8193664550781,22994200
2024-05-14,521.1099853515625,523.8300170898438,520.5599975585938,523.2999877929688,512.26220703125,57535900,442.6499938964844,446.4700012207031,442.4599914550781,445.92999267578125,441.6419677734375,34478300
2024-05-15,525.8300170898438,530.0800170898438,525.1799926757812,529.780029296875,518.60546875,59504900,448.42999267578125,453.1499938964844,446.8999938964844,452.8999938964844,448.5449523925781,41464700
2024-05-16,529.8800048828125,531.52001953125,528.5399780273438,528.6900024414062,517.5386352539062,50244800,452.7099914550781,454.69000244140625,451.80999755859375,451.9800109863281,447.63385009765625,34780400
2024-05-17,528.8099975585938,529.52001953125,527.3200073242188,529.4500122070312,518.2825927734375,59187600,452.1099853515625,452.7200012207031,449.5400085449219,451.760009765625,447.41595458984375,35803700
2024-05-20,529.5700073242188,531.5599975585938,529.1699829101562,530.0599975585938,518.8797607421875,37764200,451.9800109863281,455.5799865722656,451.7900085449219,454.9100036621094,450.5356140136719,24474200
2024-05-21,529.280029296875,531.52001953125,529.0700073242188,531.3599853515625,520.1522216796875,33437000,453.0400085449219,455.989990234375,452.8399963378906,455.79998779296875,451.4170837402344,23167700
2024-05-22,530.6500244140625,531.3800048828125,527.5999755859375,529.8300170898438,518.6546020507812,48390000,456.05999755859375,456.82000732421875,453.0799865722656,455.7099914550781,451.3279113769531,25120000
2024-05-23,532.9600219726562,533.0700073242188,524.719970703125,525.9600219726562,514.8661499023438,57211200,460.54998779296875,460.5799865722656,451.8500061035156,453.6600036621094,449.2976379394531,40899200
2024-05-24,527.8499755859375,530.27001953125,526.8800048828125,529.4400024414062,518.2726440429688,41291100,455.2900085449219,459.2300109863281,453.57000732421875,457.95001220703125,453.5464172363281,29669500
2024-05-28,530.27001953125,530.510009765625,527.1099853515625,529.8099975585938,518.635009765625,36269600,459.17999267578125,459.739990234375,456.69000244140625,459.67999267578125,455.259765625,26216800
2024-05-29,525.6799926757812,527.3099975585938,525.3699951171875,526.0999755859375,515.0031127929688,45190300,455.4800109863281,458.239990234375,455.3399963378906,456.44000244140625,452.0509338378906,29739200
2024-05-30,524.52001953125,525.2000122070312,521.3300170898438,522.6099853515625,511.5867919921875,46377600,455.5,455.6400146484375,450.2099914550781,451.54998779296875,447.20794677734375,30536800
2024-05-31,523.5900268554688,527.5,518.3599853515625,527.3699951171875,516.2464599609375,90785800,451.7799987792969,452.4800109863281,443.05999755859375,450.7099914550781,446.3760070800781,55941300
2024-06-03,529.02001953125,529.3099975585938,522.5999755859375,527.7999877929688,516.667236328125,46835700,454.57000732421875,455.5799865722656,447.8999938964844,453.1300048828125,448.7727355957031,32997500
2024-06-04,526.4600219726562,529.1500244140625,524.9600219726562,528.3900146484375,517.244873046875,34632700,452.8699951171875,455.5799865722656,451.1300048828125,454.3699951171875,450.0008239746094,23767400
2024-06-05,530.77001953125,534.6900024414062,528.72998046875,534.6699829101562,523.3923950195312,47610400,457.9800109863281,463.6099853515625,454.4100036621094,463.5299987792969,459.0727844238281,33817400
2024-06-06,534.97998046875,535.4199829101562,532.6799926757812,534.6599731445312,523.3826293945312,30808500,464.2200012207031,464.5400085449219,462.19000244140625,463.3699951171875,458.91424560546875,21966800
2024-06-07,533.6599731445312,536.8900146484375,532.5399780273438,534.010009765625,522.7462768554688,43224500,463.0,465.739990234375,461.8399963378906,462.9599914550781,458.5082092285156,25829700
2024-06-10,533.1799926757812,535.989990234375,532.5700073242188,535.6599731445312,524.3615112304688,35686100,461.82000732421875,465.19000244140625,461.5299987792969,464.8299865722656,460.36016845703125,20660800
2024-06-11,534.0700073242188,537.010009765625,532.0499877929688,536.9500122070312,525.6243286132812,36383400,463.5400085449219,468.1400146484375,462.0299987792969,468.0199890136719,463.51953125,22053300
2024-06-12,541.6300048828125,544.1199951171875,540.2999877929688,541.3599853515625,529.9412841796875,63251300,471.989990234375,476.5,471.2900085449219,474.1499938964844,469.5906066894531,34532600
2024-06-13,543.1500244140625,543.3300170898438,539.5900268554688,542.4500122070312,531.0083618164062,44760900,477.7200012207031,478.3900146484375,474.4200134277344,476.7200012207031,472.1359558105469,25859000
2024-06-14,540.8800048828125,542.8099975585938,539.8499755859375,542.780029296875,531.3313598632812,40089900,476.5199890136719,479.260009765625,476.04998779296875,479.19000244140625,474.5821838378906,23372600
2024-06-17,542.0800170898438,548.530029296875,541.6099853515625,547.0999755859375,535.5601196289062,55839500,479.4599914550781,486.8599853515625,478.1400146484375,485.05999755859375,480.3957214355469,37054500
2024-06-18,547.1599731445312,548.6199951171875,546.72998046875,548.489990234375,536.9208984375,41376400,485.010009765625,485.8999938964844,483.42999267578125,485.2099914550781,480.54425048828125,24438600
2024-06-20,549.4400024414062,550.1199951171875,545.1799926757812,547.0,535.4623413085938,70328200,486.4200134277344,486.8399963378906,479.6199951171875,481.4700012207031,476.8402404785156,33918700
2024-06-21,544.4000244140625,545.6500244140625,543.02001953125,544.510009765625,534.7445678710938,64338600,481.19000244140625,482.5400085449219,478.6700134277344,480.17999267578125,475.5626525878906,37456800
2024-06-24,544.3300170898438,546.9500122070312,542.6199951171875,542.739990234375,533.0061645507812,45528700,478.17999267578125,479.92999267578125,473.82000732421875,473.9599914550781,470.1485595703125,37751000
2024-06-25,543.989990234375,545.2000122070312,542.4400024414062,544.8300170898438,535.0587158203125,37936200,476.07000732421875,479.67999267578125,475.1199951171875,479.3800048828125,475.5249328613281,29014700
2024-06-26,543.6900024414062,546.239990234375,543.030029296875,545.510009765625,535.7265014648438,38550600,478.54998779296875,480.9200134277344,478.1300048828125,480.3699951171875,476.50701904296875,22737100
2024-06-27,545.3699951171875,546.9600219726562,544.6099853515625,546.3699951171875,536.571044921875,35041500,480.1199951171875,483.1000061035156,479.29998779296875,481.6099853515625,477.73699951171875,26222100
2024-06-28,547.1599731445312,550.280029296875,542.9500122070312,544.219970703125,534.4595947265625,76144500,482.4100036621094,487.20001220703125,478.4599914550781,479.1099853515625,475.257080078125,34881600
2024-07-01,545.6300048828125,545.8800048828125,542.52001953125,545.3400268554688,535.5595703125,40297800,480.0400085449219,482.489990234375,476.260009765625,481.9200134277344,478.0445251464844,24898300
2024-07-02,543.7000122070312,549.010009765625,543.6500244140625,549.010009765625,539.1636962890625,40434800,480.4100036621094,487.0400085449219,480.2799987792969,486.9800109863281,483.0638427734375,26723600
2024-07-03,548.6900024414062,551.8300170898438,548.6500244140625,551.4600219726562,541.56982421875,32789900,486.2200012207031,491.1700134277344,486.2200012207031,491.0400085449219,487.0912170410156,18064900
2024-07-05,551.77001953125,555.0499877929688,551.1199951171875,554.6400146484375,544.6928100585938,41488400,491.8900146484375,496.6000061035156,491.5899963378906,496.1600036621094,492.1700439453125,28495900
2024-07-08,555.4400024414062,556.25,554.1900024414062,555.280029296875,545.3212890625,36110500,496.5299987792969,497.8999938964844,495.5,497.3399963378906,493.3405456542969,22109400
2024-07-09,556.260009765625,557.1799926757812,555.52001953125,555.8200073242188,545.8516235351562,27289700,498.8699951171875,500.0,496.239990234375,497.7699890136719,493.7670593261719,25614500
2024-07-10,557.0700073242188,561.6699829101562,556.77001953125,561.3200073242188,551.2528686523438,38701200,499.7099914550781,503.5199890136719,498.3900146484375,502.9599914550781,498.9153137207031,28046900
2024-07-11,561.4400024414062,562.3300170898438,555.8300170898438,556.47998046875,546.4998168945312,53054200,503.07000732421875,503.2799987792969,490.7300109863281,491.92999267578125,487.9739990234375,49966600
2024-07-12,557.6300048828125,563.6699829101562,557.1500244140625,559.989990234375,549.9468994140625,53084400,492.510009765625,499.6199951171875,492.0400085449219,494.82000732421875,490.8407897949219,37109400
2024-07-15,562.030029296875,564.8400268554688,559.6300048828125,561.530029296875,551.459228515625,40584300,496.6099853515625,501.010009765625,494.0899963378906,496.1499938964844,492.1600646972656,31151400
2024-07-16,562.8699951171875,565.1599731445312,562.0999755859375,564.8599853515625,554.7294921875,36475300,497.6199951171875,498.44000244140625,493.1499938964844,496.3399963378906,492.3485107421875,25950600
2024-07-17,558.7999877929688,560.510009765625,556.6099853515625,556.9400024414062,546.9515380859375,57119000,488.2799987792969,488.79998779296875,481.70001220703125,481.7699890136719,477.895751953125,56268800
2024-07-18,558.510009765625,559.52001953125,550.4299926757812,552.6599731445312,542.7482299804688,56270400,485.5299987792969,485.7099914550781,476.2699890136719,479.489990234375,475.6340637207031,49347400
2024-07-19,552.4199829101562,554.0800170898438,547.9099731445312,548.989990234375,539.14404296875,65509100,479.1499938964844,481.69000244140625,473.94000244140625,475.239990234375,471.418212890625,42042900
2024-07-22,553.0,555.27001953125,551.02001953125,554.6500244140625,544.70263671875,43346700,481.1600036621094,483.3500061035156,477.7099914550781,482.32000732421875,478.4412841796875,40300000
2024-07-23,554.5399780273438,556.739990234375,553.280029296875,553.780029296875,543.8483276367188,34439600,481.4100036621094,484.42999267578125,480.1400146484375,480.6199951171875,476.75494384765625,23282500
2024-07-24,548.8599853515625,549.1699829101562,540.2899780273438,541.22998046875,531.5232543945312,74515300,473.82000732421875,474.19000244140625,462.510009765625,463.3800048828125,459.65362548828125,58818600
2024-07-25,541.3499755859375,547.4600219726562,537.4500122070312,538.4099731445312,528.7537841796875,61158300,463.7200012207031,467.94000244140625,455.6300048828125,458.2699890136719,454.5846862792969,59256800
2024-07-26,542.280029296875,547.1900024414062,541.489990234375,544.4400024414062,534.6756591796875,53763800,462.6499938964844,465.92999267578125,459.7699890136719,462.9700012207031,459.24688720703125,39992100
2024-07-29,546.02001953125,547.0499877929688,542.719970703125,544.760009765625,534.989990234375,39515800,465.7099914550781,467.9100036621094,461.6199951171875,463.8999938964844,460.16943359375,28218500
2024-07-30,546.260009765625,547.3400268554688,538.52001953125,542.0,532.2794799804688,46853600,465.8500061035156,466.55999755859375,454.1499938964844,457.5299987792969,453.85064697265625,41317200
2024-07-31,548.97998046875,553.5,547.5800170898438,550.8099975585938,540.9314575195312,65663400,467.8699951171875,472.7900085449219,466.4100036621094,471.07000732421875,467.28179931640625,44552100
2024-08-01,552.5700073242188,554.8699951171875,539.4299926757812,543.010009765625,533.2713012695312,76428700,471.760009765625,475.54998779296875,455.9800109863281,459.6600036621094,455.9635314941406,56653900
2024-08-02,535.75,536.989990234375,528.5999755859375,532.9000244140625,523.3427124023438,82789100,450.8900146484375,453.57000732421875,444.4700012207031,448.75,445.14129638671875,66323200
2024-08-05,511.6400146484375,523.5800170898438,510.2699890136719,517.3800048828125,508.10107421875,146267400,424.7099914550781,442.2900085449219,423.45001220703125,435.3699951171875,431.8688659667969,87483500
