Ticker,AMD,AMD,AMD,AMD,AMD,AMD,NVDA,NVDA,NVDA,NVDA,NVDA,NVDA
Price,Open,High,Low,Close,Adj Close,Volume,Open,High,Low,Close,Adj Close,Volume
Date,,,,,,,,,,,,
2024-04-03,177.5399932861328,182.0500030517578,176.6999969482422,180.77000427246094,180.77000427246094,49835100,88.48400115966797,90.3740005493164,88.4000015258789,88.96399688720703,88.91382598876953,370067000
2024-04-04,182.9199981689453,183.02000427246094,165.64999389648438,165.8300018310547,165.8300018310547,88280000,90.40599822998047,90.63400268554688,85.87999725341797,85.90499877929688,85.8565444946289,434965000
2024-04-05,168.10000610351562,172.69000244140625,165.5800018310547,170.4199981689453,170.4199981689453,66080300,86.86599731445312,88.48100280761719,85.9260025024414,88.00800323486328,87.9583740234375,399678000
2024-04-08,168.1999969482422,171.66000366210938,166.82000732421875,169.89999389648438,169.89999389648438,43997500,88.69999694824219,88.83000183105469,86.73200225830078,87.13300323486328,87.08384704589844,283220000
2024-04-09,170.2100067138672,171.60000610351562,167.2899932861328,170.77999877929688,170.77999877929688,42886100,87.44200134277344,87.63500213623047,83.02200317382812,85.35399627685547,85.30584716796875,501700000
2024-04-10,166.7100067138672,169.77999877929688,164.0,167.13999938964844,167.13999938964844,59600000,83.9260025024414,87.4000015258789,83.70899963378906,87.03900146484375,86.98991394042969,431929000
2024-04-11,167.5500030517578,170.9499969482422,166.5500030517578,170.5,170.5,48994500,87.41999816894531,90.73899841308594,86.9260025024414,90.61599731445312,90.56488037109375,431637000
2024-04-12,164.52999877929688,165.6999969482422,161.82000732421875,163.27999877929688,163.27999877929688,63519600,89.6989974975586,90.17500305175781,87.52999877929688,88.18599700927734,88.13626098632812,426805000
2024-04-15,164.42999267578125,164.44000244140625,158.75999450683594,160.32000732421875,160.32000732421875,61461200,89.0979995727539,90.61299896240234,85.92900085449219,86.0009994506836,85.9524917602539,443077000
2024-04-16,162.27999877929688,164.8800048828125,161.6699981689453,163.4600067138672,163.4600067138672,55302100,86.43299865722656,88.11799621582031,86.06400299072266,87.41500091552734,87.3656997680664,370453000
2024-04-17,163.97000122070312,164.4499969482422,153.8800048828125,154.02000427246094,154.02000427246094,75909000,88.33999633789062,88.7750015258789,83.94999694824219,84.03500366210938,83.98760223388672,495400000
2024-04-18,155.50999450683594,156.9600067138672,152.32000732421875,155.0800018310547,155.0800018310547,52669800,84.97000122070312,86.19000244140625,82.4020004272461,84.6709976196289,84.62323760986328,447260000
2024-04-19,151.58999633789062,154.25,145.2899932861328,146.63999938964844,146.63999938964844,71618200,83.1500015258789,84.3239974975586,75.60600280761719,76.19999694824219,76.15702056884766,875198000
2024-04-22,148.14999389648438,149.88999938964844,145.6300048828125,148.63999938964844,148.63999938964844,49397000,78.10399627685547,80.072998046875,76.4000015258789,79.51799774169922,79.47314453125,596341000
2024-04-23,151.64999389648438,153.5,150.35000610351562,152.27000427246094,152.27000427246094,46051900,80.76899719238281,82.76899719238281,80.26399993896484,82.4229965209961,82.37651062011719,438559000
2024-04-24,156.55999755859375,157.66000366210938,150.6300048828125,151.74000549316406,151.74000549316406,43412600,83.94999694824219,84.08200073242188,79.18299865722656,79.677001953125,79.63206481933594,512208000
2024-04-25,149.14999389648438,155.13999938964844,146.75,153.75999450683594,153.75999450683594,41471400,78.86799621582031,83.322998046875,78.2229995727539,82.63200378417969,82.58539581298828,424641000
2024-04-26,154.24000549316406,158.6300048828125,153.42999267578125,157.39999389648438,157.39999389648438,42510700,83.81800079345703,88.33100128173828,83.38700103759766,87.73500061035156,87.68553161621094,551011000
2024-04-29,159.0800018310547,160.77000427246094,156.25999450683594,160.1999969482422,160.1999969482422,43478200,87.59500122070312,87.99199676513672,85.26599884033203,87.75700378417969,87.70751953125,388971000
2024-04-30,160.6300048828125,162.2899932861328,158.35000610351562,158.3800048828125,158.3800048828125,60742800,87.23999786376953,88.81900024414062,86.30000305175781,86.4020004272461,86.35327911376953,363709000
2024-05-01,148.11000061035156,151.3699951171875,142.13999938964844,144.27000427246094,144.27000427246094,89413200,85.0770034790039,86.0,81.25499725341797,83.04100036621094,82.99414825439453,559863000
2024-05-02,145.50999450683594,147.6199951171875,141.16000366210938,146.16000366210938,146.16000366210938,50034700,84.4489974975586,86.23699951171875,83.19999694824219,85.81700134277344,85.76860046386719,377898000
2024-05-03,148.75,150.7899932861328,147.24000549316406,150.60000610351562,150.60000610351562,49361100,87.78900146484375,89.28099822998047,87.04000091552734,88.78900146484375,88.73892211914062,398341000
2024-05-06,153.10000610351562,156.64999389648438,151.25999450683594,155.77999877929688,155.77999877929688,44624500,89.38999938964844,92.22000122070312,89.05500030517578,92.13999938964844,92.0880355834961,376203000
2024-05-07,156.32000732421875,157.6999969482422,153.66000366210938,154.42999267578125,154.42999267578125,37374900,91.0979995727539,91.78099822998047,89.01100158691406,90.55400085449219,90.5029296875,437342000
2024-05-08,153.39999389648438,155.3300018310547,152.52000427246094,153.6199951171875,153.6199951171875,28728000,89.48300170898438,91.19400024414062,89.41999816894531,90.41200256347656,90.36101531982422,325721000
2024-05-09,153.1300048828125,154.08999633789062,150.61000061035156,152.38999938964844,152.38999938964844,33018000,90.52899932861328,91.0719985961914,88.23100280761719,88.74700164794922,88.69693756103516,378013000
2024-05-10,154.2899932861328,156.3699951171875,151.30999755859375,151.9199981689453,151.9199981689453,37652800,90.30500030517578,91.4010009765625,89.22699737548828,89.87799835205078,89.82730102539062,335325000
2024-05-13,151.27999877929688,153.3300018310547,150.39999389648438,150.55999755859375,150.55999755859375,27859200,90.47799682617188,90.99800109863281,88.52899932861328,90.39900207519531,90.34801483154297,289680000
2024-05-14,150.42999267578125,153.49000549316406,148.77999877929688,153.16000366210938,153.16000366210938,31938300,89.5989990234375,91.6510009765625,88.93399810791016,91.35600280761719,91.30447387695312,296507000
2024-05-15,155.58999633789062,159.69000244140625,154.6999969482422,159.6699981689453,159.6699981689453,43195900,92.47200012207031,94.86199951171875,91.5989990234375,94.62999725341797,94.57662200927734,417735000
2024-05-16,160.9199981689453,168.05999755859375,159.89999389648438,162.6199951171875,162.6199951171875,76726700,94.91000366210938,95.81900024414062,94.10299682617188,94.35900115966797,94.30577850341797,323952000
2024-05-17,168.42999267578125,169.72000122070312,162.32000732421875,164.47000122070312,164.47000122070312,65944400,94.36900329589844,94.73999786376953,91.80599975585938,92.47899627685547,92.42684173583984,359691000
2024-05-20,165.5500030517578,168.49000549316406,164.47000122070312,166.3300018310547,166.3300018310547,45618000,93.75,95.19999694824219,93.44000244140625,94.77999877929688,94.72654724121094,318764000
2024-05-21,164.0,165.8300018310547,163.10000610351562,164.66000366210938,164.66000366210938,30005500,93.5989990234375,95.4000015258789,93.18000030517578,95.38600158691406,95.33220672607422,328946000
2024-05-22,167.41000366210938,169.80999755859375,163.86000061035156,165.52000427246094,165.52000427246094,47426700,95.45899963378906,96.0199966430664,93.2490005493164,94.94999694824219,94.89643859863281,548648000
2024-05-23,170.17999267578125,173.13999938964844,158.27000427246094,160.42999267578125,160.42999267578125,91888800,102.02799987792969,106.31999969482422,101.5199966430664,103.79900360107422,103.74046325683594,835065000
2024-05-24,161.41000366210938,167.66000366210938,160.25,166.36000061035156,166.36000061035156,54868600,104.4489974975586,106.4749984741211,103.0,106.46900177001953,106.40895080566406,429494000
2024-05-28,169.4199981689453,174.5500030517578,164.9600067138672,171.61000061035156,171.61000061035156,66495400,110.24400329589844,114.93900299072266,109.88300323486328,113.9010009765625,113.83674621582031,652728000
2024-05-29,167.4600067138672,168.47999572753906,162.91000366210938,165.13999938964844,165.13999938964844,56537500,113.05000305175781,115.49199676513672,110.9010009765625,114.82499694824219,114.7602310180664,557442000
2024-05-30,167.89999389648438,168.75,163.8000030517578,166.75,166.75,46367000,114.6500015258789,115.81900024414062,109.66300201416016,110.5,110.43767547607422,484553000
2024-05-31,166.64999389648438,169.5,160.07000732421875,166.89999389648438,166.89999389648438,64331900,112.5199966430664,112.71700286865234,106.94000244140625,109.63300323486328,109.57115936279297,613263000
2024-06-03,170.82000732421875,171.0800018310547,160.91000366210938,163.5500030517578,163.5500030517578,59157600,113.62100219726562,115.0,112.00299835205078,115.0,114.93514251708984,438392000
2024-06-04,162.83999633789062,164.8300018310547,158.8699951171875,159.99000549316406,159.99000549316406,48157200,115.71600341796875,116.5999984741211,114.04499816894531,116.43699645996094,116.37132263183594,403324000
2024-06-05,162.07000732421875,167.1199951171875,161.3800048828125,166.1699981689453,166.1699981689453,60507500,118.37100219726562,122.4489974975586,117.46800231933594,122.44000244140625,122.37094116210938,528402000
2024-06-06,165.4600067138672,169.50999450683594,163.86000061035156,166.77999877929688,166.77999877929688,47153700,124.0479965209961,125.58699798583984,118.31999969482422,120.99800109863281,120.92975616455078,664696000
2024-06-07,166.58999633789062,169.4499969482422,165.86000061035156,167.8699951171875,167.8699951171875,44796000,119.7699966430664,121.69200134277344,118.02200317382812,120.88800048828125,120.81980895996094,412386000
2024-06-10,162.47999572753906,165.5500030517578,159.61000061035156,160.33999633789062,160.33999633789062,67444600,120.37000274658203,123.0999984741211,117.01000213623047,121.79000091552734,121.72129821777344,313434100
2024-06-11,160.5,161.5399932861328,156.9199981689453,158.9600067138672,158.9600067138672,40497100,121.7699966430664,122.87000274658203,118.73999786376953,120.91000366210938,120.85173797607422,222551200
2024-06-12,160.32000732421875,162.24000549316406,158.6199951171875,160.24000549316406,160.24000549316406,48325800,123.05999755859375,126.87999725341797,122.56999969482422,125.19999694824219,125.13965606689453,299595000
2024-06-13,160.39999389648438,162.66000366210938,157.30999755859375,159.89999389648438,159.89999389648438,44442500,129.38999938964844,129.8000030517578,127.16000366210938,129.61000061035156,129.5475311279297,260704500
2024-06-14,158.5,161.33999633789062,157.61000061035156,159.6300048828125,159.6300048828125,34054000,129.9600067138672,132.83999633789062,128.32000732421875,131.8800048828125,131.8164520263672,309320400
2024-06-17,158.0,159.22999572753906,154.13999938964844,158.39999389648438,158.39999389648438,44507700,132.99000549316406,133.72999572753906,129.5800018310547,130.97999572753906,130.9168701171875,288504400
2024-06-18,156.99000549316406,157.24000549316406,153.33999633789062,154.6300048828125,154.6300048828125,51852000,131.13999938964844,136.3300018310547,130.69000244140625,135.5800018310547,135.5146484375,294335100
2024-06-20,155.82000732421875,166.82000732421875,155.5,161.77999877929688,161.77999877929688,93245700,139.8000030517578,140.75999450683594,129.52000427246094,130.77999877929688,130.71697998046875,517768400
2024-06-21,161.75,163.1999969482422,157.88999938964844,161.22999572753906,161.22999572753906,61293900,127.12000274658203,130.6300048828125,124.30000305175781,126.56999969482422,126.50899505615234,649445800
2024-06-24,159.75,163.39999389648438,158.19000244140625,160.25,160.25,45954100,123.23999786376953,124.45999908447266,118.04000091552734,118.11000061035156,118.05307006835938,476060900
2024-06-25,160.72999572753906,161.0,156.4499969482422,160.25,160.25,40572300,121.19999694824219,126.5,119.31999969482422,126.08999633789062,126.02923583984375,414192600
2024-06-26,160.60000610351562,160.74000549316406,156.0,157.5399932861328,157.5399932861328,36973400,126.12999725341797,128.1199951171875,122.5999984741211,126.4000015258789,126.3390884399414,362975900
2024-06-27,157.17999267578125,160.61000061035156,156.80999755859375,159.47000122070312,159.47000122070312,34018200,124.0999984741211,126.41000366210938,122.91999816894531,123.98999786376953,123.93023681640625,252571700
2024-06-28,160.22999572753906,166.4499969482422,159.41000366210938,162.2100067138672,162.2100067138672,56204600,124.58000183105469,127.70999908447266,122.75,123.54000091552734,123.48046112060547,315516700
2024-07-01,161.25,161.50999450683594,153.63999938964844,157.69000244140625,157.69000244140625,50436700,123.47000122070312,124.83999633789062,118.83000183105469,124.30000305175781,124.24010467529297,284885500
2024-07-02,157.0399932861328,164.5800018310547,156.6999969482422,164.30999755859375,164.30999755859375,57838600,121.12999725341797,123.41000366210938,121.02999877929688,122.66999816894531,122.61088562011719,218374000
2024-07-03,164.1999969482422,165.25999450683594,162.50999450683594,163.89999389648438,163.89999389648438,26980900,121.66000366210938,128.27999877929688,121.36000061035156,128.27999877929688,128.21817016601562,215749000
2024-07-05,165.97000122070312,174.0399932861328,165.67999267578125,171.89999389648438,171.89999389648438,61857100,127.37999725341797,128.85000610351562,125.68000030517578,125.83000183105469,125.76936340332031,214176700
2024-07-08,174.89999389648438,178.9499969482422,173.22000122070312,178.69000244140625,178.69000244140625,60223400,127.48999786376953,130.77000427246094,127.04000091552734,128.1999969482422,128.13821411132812,237677300
2024-07-09,177.97000122070312,180.41000366210938,174.6999969482422,177.10000610351562,177.10000610351562,43395600,130.35000610351562,133.82000732421875,128.64999389648438,131.3800048828125,131.3166961669922,285366600
2024-07-10,179.99000549316406,187.27999877929688,177.8000030517578,183.9600067138672,183.9600067138672,90247000,134.02999877929688,135.10000610351562,132.4199981689453,134.91000366210938,134.84500122070312,248978600
2024-07-11,184.07000732421875,187.11000061035156,177.25,181.94000244140625,181.94000244140625,59231400,135.75,136.14999389648438,127.05000305175781,127.4000015258789,127.33860778808594,374782700
2024-07-12,182.02000427246094,186.99000549316406,179.69000244140625,181.61000061035156,181.61000061035156,50827400,128.25999450683594,131.9199981689453,127.22000122070312,129.24000549316406,129.17771911621094,252680500
2024-07-15,184.4499969482422,185.5,178.5399932861328,179.8300018310547,179.8300018310547,42202700,130.55999755859375,131.38999938964844,127.18000030517578,128.44000244140625,128.37808227539062,208326200
2024-07-16,179.69000244140625,179.75,174.52999877929688,177.5500030517578,177.5500030517578,40633100,128.44000244140625,129.0399932861328,124.58000183105469,126.36000061035156,126.29910278320312,214769500
2024-07-17,169.8000030517578,169.8000030517578,159.3699951171875,159.42999267578125,159.42999267578125,76954200,121.3499984741211,121.8499984741211,116.72000122070312,117.98999786376953,117.93313598632812,390086200
2024-07-18,163.41000366210938,163.41000366210938,153.1999969482422,155.77000427246094,155.77000427246094,69420300,121.8499984741211,122.4000015258789,116.55999755859375,121.08999633789062,121.0316390991211,320979500
2024-07-19,154.86000061035156,155.80999755859375,150.6199951171875,151.5800018310547,151.5800018310547,47513100,120.3499984741211,121.5999984741211,117.37000274658203,117.93000030517578,117.87316131591797,217223800
2024-07-22,154.22999572753906,156.6999969482422,152.5399932861328,155.8699951171875,155.8699951171875,43912500,120.3499984741211,124.06999969482422,119.86000061035156,123.54000091552734,123.48046112060547,258068900
2024-07-23,154.9499969482422,157.0500030517578,153.8000030517578,154.0,154.0,31950600,122.77999877929688,124.69000244140625,122.0999984741211,122.58999633789062,122.53091430664062,173911000
2024-07-24,152.72000122070312,153.67999267578125,144.52999877929688,144.6300048828125,144.6300048828125,49203100,119.16999816894531,119.94999694824219,113.44000244140625,114.25,114.19493865966797,327776900
2024-07-25,144.07000732421875,144.75,136.80999755859375,138.32000732421875,138.32000732421875,60578500,113.04000091552734,116.62999725341797,106.30000305175781,112.27999877929688,112.22589111328125,460067000
2024-07-26,140.32000732421875,141.2899932861328,138.27000427246094,139.99000549316406,139.99000549316406,49435800,116.19000244140625,116.19999694824219,111.58000183105469,113.05999755859375,113.0055160522461,293399100
2024-07-29,141.19000244140625,144.58999633789062,138.75,139.75,139.75,47447200,113.69000244140625,116.27999877929688,111.30000305175781,111.58999633789062,111.53620910644531,248152100
2024-07-30,139.8800048828125,141.6999969482422,134.0500030517578,138.44000244140625,138.44000244140625,68801700,111.5199966430664,111.98999786376953,102.54000091552734,103.7300033569336,103.68000793457031,486833300
2024-07-31,150.72999572753906,153.60000610351562,140.02999877929688,144.47999572753906,144.47999572753906,114306800,112.9000015258789,118.33999633789062,110.87999725341797,117.0199966430664,116.96359252929688,473174200
2024-08-01,145.0,147.2899932861328,130.24000549316406,132.5399932861328,132.5399932861328,94731900,117.52999877929688,120.16000366210938,106.80999755859375,109.20999908447266,109.15736389160156,523462300
2024-08-02,133.5,137.10000610351562,131.3300018310547,132.5,132.5,78562000,103.76000213623047,108.72000122070312,101.37000274658203,107.2699966430664,107.21829223632812,482027500
2024-08-05,122.16000366210938,139.13999938964844,121.83000183105469,134.82000732421875,134.82000732421875,76089400,92.05999755859375,103.41000366210938,90.69000244140625,100.44999694824219,100.4015884399414,552842400
2024-08-06,135.14999389648438,136.44000244140625,129.10000610351562,130.17999267578125,130.17999267578125,64455600,103.83999633789062,107.70999908447266,100.55000305175781,104.25,104.19976806640625,409012100
2024-08-07,133.75,136.24000549316406,128.3699951171875,128.6699981689453,128.6699981689453,54676500,107.80999755859375,108.80000305175781,98.69000244140625,98.91000366210938,98.8623275756836,411440400
2024-08-08,131.97000122070312,136.47999572753906,128.94000244140625,136.32000732421875,136.32000732421875,49037500,102.0,105.5,97.5199966430664,104.97000122070312,104.9194107055664,391910000
2024-08-09,134.69000244140625,135.5,132.44000244140625,134.27000427246094,134.27000427246094,40583000,105.63999938964844,106.5999984741211,103.43000030517578,104.75,104.69952392578125,290844200
2024-08-12,134.44000244140625,137.99000549316406,133.22999572753906,136.77000427246094,136.77000427246094,39724300,106.31999969482422,111.06999969482422,106.26000213623047,109.0199966430664,108.96745300292969,325559900
2024-08-13,138.1199951171875,141.19000244140625,137.52000427246094,141.1300048828125,141.1300048828125,42218000,112.44000244140625,116.2300033569336,111.58000183105469,116.13999938964844,116.08403015136719,312646700
2024-08-14,143.0,143.25,137.63999938964844,140.75,140.75,35506400,118.52999877929688,118.5999984741211,114.06999969482422,118.08000183105469,118.0230941772461,339246400
2024-08-15,143.0,147.9600067138672,141.80999755859375,147.36000061035156,147.36000061035156,43582400,118.76000213623047,123.23999786376953,117.47000122070312,122.86000061035156,122.8008041381836,318086700
2024-08-16,145.6999969482422,149.3699951171875,145.1999969482422,148.55999755859375,148.55999755859375,31123900,121.94000244140625,125.0,121.18000030517578,124.58000183105469,124.51995849609375,302589900
2024-08-19,148.42999267578125,155.3699951171875,147.72000122070312,155.27999877929688,155.27999877929688,60766900,124.27999877929688,130.0,123.41999816894531,130.0,129.9373779296875,318333600
2024-08-20,156.49000549316406,162.0399932861328,154.50999450683594,156.39999389648438,156.39999389648438,76851200,128.39999389648438,129.8800048828125,125.88999938964844,127.25,127.18867492675781,300087400
2024-08-21,156.1199951171875,158.64999389648438,155.07000732421875,157.80999755859375,157.80999755859375,42791200,127.31999969482422,129.35000610351562,126.66000366210938,128.5,128.4380645751953,257883600
2024-08-22,158.8699951171875,159.83999633789062,151.00999450683594,151.6999969482422,151.6999969482422,45737300,130.02000427246094,130.75,123.0999984741211,123.73999786376953,123.68036651611328,376189100
2024-08-23,153.60000610351562,156.39999389648438,151.8300018310547,154.97999572753906,154.97999572753906,43694600,125.86000061035156,129.60000610351562,125.22000122070312,129.3699951171875,129.30764770507812,323230300
2024-08-26,154.6999969482422,158.27999877929688,148.91000366210938,149.99000549316406,149.99000549316406,49893300,129.57000732421875,131.25999450683594,124.37000274658203,126.45999908447266,126.39905548095703,331964700
2024-08-27,150.1300048828125,151.6999969482422,148.44000244140625,150.5,150.5,35102700,125.05000305175781,129.1999969482422,123.87999725341797,128.3000030517578,128.23817443847656,303134600
2024-08-28,149.39999389648438,150.42999267578125,144.72000122070312,146.36000061035156,146.36000061035156,34075800,128.1199951171875,128.3300018310547,122.63999938964844,125.61000061035156,125.5494613647461,448101100
2024-08-29,146.58999633789062,149.49000549316406,144.47000122070312,145.49000549316406,145.49000549316406,31602100,121.36000061035156,124.43000030517578,116.70999908447266,117.58999633789062,117.5333251953125,453023300
2024-08-30,147.52000427246094,148.99000549316406,145.25,148.55999755859375,148.55999755859375,31169100,119.52999877929688,121.75,117.22000122070312,119.37000274658203,119.3124771118164,333751600
2024-09-03,146.41000366210938,146.49000549316406,136.10000610351562,136.94000244140625,136.94000244140625,42172700,116.01000213623047,116.20999908447266,107.29000091552734,108.0,107.94795989990234,477155100
2024-09-04,140.50999450683594,143.3699951171875,138.50999450683594,140.8699951171875,140.8699951171875,42130600,105.41000366210938,113.2699966430664,104.12000274658203,106.20999908447266,106.15882110595703,372470300
2024-09-05,138.1999969482422,141.7100067138672,137.8300018310547,139.44000244140625,139.44000244140625,25023000,104.98999786376953,109.6500015258789,104.76000213623047,107.20999908447266,107.15833282470703,306850700
2024-09-06,138.6999969482422,139.1300048828125,132.11000061035156,134.35000610351562,134.35000610351562,39993500,108.04000091552734,108.1500015258789,100.94999694824219,102.83000183105469,102.78044891357422,413638100
2024-09-09,136.10000610351562,138.4499969482422,134.86000061035156,138.14999389648438,138.14999389648438,27194500,104.87999725341797,106.55000305175781,103.69000244140625,106.47000122070312,106.41869354248047,273912000
2024-09-10,139.05999755859375,143.0800018310547,137.25,142.83999633789062,142.83999633789062,37217500,107.80999755859375,109.4000015258789,104.94999694824219,108.0999984741211,108.04788970947266,268283700
2024-09-11,145.32000732421875,150.16000366210938,140.7100067138672,149.86000061035156,149.86000061035156,50935400,109.38999938964844,117.19000244140625,107.41999816894531,116.91000366210938,116.8536605834961,441422400
2024-09-12,148.42999267578125,151.5399932861328,147.64999389648438,150.77000427246094,150.77000427246094,29233700,116.83999633789062,120.79000091552734,115.37999725341797,119.13999938964844,119.0927734375,366052700
2024-09-13,152.32000732421875,153.02999877929688,150.6999969482422,152.30999755859375,152.30999755859375,25117200,119.08000183105469,119.95999908447266,117.5999984741211,119.0999984741211,119.05278015136719,238358300
2024-09-16,151.6999969482422,154.44000244140625,150.91000366210938,152.0800018310547,152.0800018310547,27677800,116.79000091552734,118.18000030517578,114.36000061035156,116.77999877929688,116.73370361328125,248772300
2024-09-17,153.5500030517578,154.0399932861328,149.22999572753906,150.82000732421875,150.82000732421875,29889000,118.16999816894531,118.80000305175781,114.83000183105469,115.58999633789062,115.54417419433594,231925900
2024-09-18,150.89999389648438,152.82000732421875,148.00999450683594,148.2899932861328,148.2899932861328,26320100,115.88999938964844,117.69999694824219,113.22000122070312,113.37000274658203,113.32505798339844,310318900
2024-09-19,153.80999755859375,159.25,152.77000427246094,156.74000549316406,156.74000549316406,44500000,117.3499984741211,119.66000366210938,117.25,117.87000274658203,117.82328033447266,293506400
2024-09-20,156.0,157.4499969482422,152.47000122070312,155.9499969482422,155.9499969482422,40248200,117.05999755859375,118.62000274658203,115.38999938964844,116.0,115.95401000976562,382462400
2024-09-23,156.4499969482422,157.19000244140625,154.97000122070312,156.75,156.75,21728500,116.55000305175781,116.98999786376953,114.86000061035156,116.26000213623047,116.21391296386719,206228500
2024-09-24,157.4600067138672,159.63999938964844,154.5800018310547,158.32000732421875,158.32000732421875,27531200,116.5199966430664,121.80000305175781,115.37999725341797,120.87000274658203,120.82209014892578,354966800
2024-09-25,158.5,162.9499969482422,158.17999267578125,162.02000427246094,162.02000427246094,35233300,122.0199966430664,124.94000244140625,121.61000061035156,123.51000213623047,123.46104431152344,284692900
2024-09-26,167.05999755859375,168.67999267578125,164.0500030517578,167.49000549316406,167.49000549316406,38044900,126.80000305175781,127.66999816894531,121.80000305175781,124.04000091552734,123.9908218383789,302582900
2024-09-27,167.47999572753906,168.72999572753906,163.74000549316406,164.35000610351562,164.35000610351562,27876000,123.97000122070312,124.02999877929688,119.26000213623047,121.4000015258789,121.35187530517578,271009200
2024-09-30,163.10000610351562,165.0800018310547,162.17999267578125,164.0800018310547,164.0800018310547,21881600,118.30999755859375,121.5,118.1500015258789,121.44000244140625,121.3918685913086,226553700
2024-10-01,164.47999572753906,165.39999389648438,158.0800018310547,159.75,159.75,31831900,121.7699966430664,122.44000244140625,115.79000091552734,117.0,116.95360565185547,302094500
2024-10-02,159.30999755859375,163.10000610351562,158.6699981689453,159.77999877929688,159.77999877929688,24630400,116.44000244140625,119.37999725341797,115.13999938964844,118.8499984741211,118.80289459228516,221845900
2024-10-03,159.7100067138672,166.7899932861328,159.39999389648438,162.85000610351562,162.85000610351562,29598800,120.91999816894531,124.36000061035156,120.33999633789062,122.8499984741211,122.80130767822266,277118000
2024-10-04,166.52999877929688,171.2100067138672,164.4199981689453,170.89999389648438,170.89999389648438,44556500,124.94000244140625,125.04000091552734,121.83000183105469,124.91999816894531,124.87047576904297,243678100
2024-10-07,171.0800018310547,172.41000366210938,168.2100067138672,170.97000122070312,170.97000122070312,38379900,124.98999786376953,130.63999938964844,124.94999694824219,127.72000122070312,127.66937255859375,346250200
2024-10-08,171.75,173.60000610351562,170.0,172.8000030517578,172.8000030517578,34730200,130.25999450683594,133.47999572753906,129.4199981689453,132.88999938964844,132.83731079101562,285722500
2024-10-09,174.0500030517578,174.0500030517578,169.5500030517578,171.02000427246094,171.02000427246094,33890700,134.11000061035156,134.52000427246094,131.3800048828125,132.64999389648438,132.597412109375,246191600
2024-10-10,169.75999450683594,172.00999450683594,162.0,164.17999267578125,164.17999267578125,75113600,131.91000366210938,135.0,131.0,134.80999755859375,134.75656127929688,242311300
2024-10-11,164.19000244140625,169.35000610351562,163.00999450683594,167.88999938964844,167.88999938964844,42136200,134.00999450683594,135.77999877929688,133.66000366210938,134.8000030517578,134.74656677246094,170209500
2024-10-14,167.77000427246094,168.89999389648438,165.14999389648438,165.27000427246094,165.27000427246094,31757200,136.47000122070312,139.60000610351562,136.3000030517578,138.07000732421875,138.01527404785156,232347700
2024-10-15,163.2100067138672,164.1300048828125,155.74000549316406,156.63999938964844,156.63999938964844,50768000,137.8699951171875,138.57000732421875,128.74000549316406,131.60000610351562,131.54783630371094,377831000
2024-10-16,158.07000732421875,158.27999877929688,154.9199981689453,156.1300048828125,156.1300048828125,30575800,133.97999572753906,136.6199951171875,131.5800018310547,135.72000122070312,135.6662139892578,264879700
2024-10-17,160.0,160.44000244140625,156.1999969482422,156.25,156.25,29491900,139.33999633789062,140.88999938964844,136.8699951171875,136.92999267578125,136.87570190429688,306435900
